address,city,name,postalCode,province,websites
7060 George Washington Memorial Hwy,Gloucester,Sonic Drive-In,23061,VA,https://locations.sonicdrivein.com/va/gloucester/7060-geo-washington-mem-hwy.html
515 E Main St,Southbridge,McDonald's,1550,MA,http://mcdonalds.com
736 Merrimac Trl,Williamsburg,Long John Silver's,23185,VA,
256 Bobby Jones Expressway,Augusta,Krystal,30907,GA,http://t.co/3VQiWtMxPfhttp://www.krystal.com/locations/georgia/martinez-bobby-jones-expressway/
981 Waterbury Falls Dr,O Fallon,Jimmy John's,63368,MO,http://www.jimmyjohns.com
4125 Ball Rd NE,Circle Pines,Burger King,55014,MN,http://www.bk.comhttps://locations.bk.com/mn/blaine/4125-ball-rd-ne.html
3403 Wrightsboro Road,Augusta,Krystal,30909,GA,http://t.co/3VQiWtMxPfhttp://www.krystal.com/locations/georgia/augusta-wrightsboro-road/
245 Summit Point Ln,Winston Salem,Cook Out,27105,NC,http://www.cookoutnc.comhttp://www.cookout.com
4408 W Pierson Rd,Flint,Burger King,48504,MI,http://www.bk.comhttps://locations.bk.com/mi/flint/4408-w-pierson-rd.html
27127 Telegraph Rd,Flat Rock,KFC,48134,MI,http://www.kfc.com
912 N Highway 190,Covington,Chick-Fil-A,70433,LA,http://www.chick-fil-a.comhttp://www.chick-fil-a.com/covington-highway190
3403 N Main St,Columbia,Burger King,29203,SC,http://www.bk.comhttps://locations.bk.com/sc/columbia/3403-north-main-st.html
536 Haywood Rd,Greenville,Waffle House,29607,SC,https://locations.wafflehouse.com/sc-greenville-1168
6515 White Horse Rd,Greenville,Burger King,29611,SC,http://www.bk.com
925 Broad Street,Clinton,SONIC Drive In,29325,SC,https://locations.sonicdrivein.com/sc/clinton/925-broad-street.html
651 Haywood Rd,Greenville,Burger King,29607,SC,http://www.bk.com
2685 Laurens Rd,Greenville,Burger King,29607,SC,http://www.bk.comhttps://locations.bk.com/sc/greenville/2685-laurens-rd.html
2506 Augusta Rd,West Columbia,Waffle House,29169,SC,https://locations.wafflehouse.com/sc-west-columbia-73
425 Sumter Hwy,Camden,Waffle House,29020,SC,https://locations.wafflehouse.com/sc-camden-1692
1012 W Dekalb St,Camden,Wendy's,29020,SC,http://www.wendys.com
2530 Main Street,Elgin,Bojangles' Famous Chicken 'n Biscuits,29045,SC,http://www.bojangles.comhttp://locations.bojangles.com/sc/elgin/2530-main-street.html
10125 Two Notch Rd,Columbia,KFC,29223,SC,
2846 Charleston Hwy,West Columbia,Waffle House,29169,SC,https://locations.wafflehouse.com/sc-west-columbia-446http://www.wafflehouse.com
66021 Van Dyke,Washington,Arby's,48095,MI,http://www.arbys.comhttp://locations.arbys.com/us/mi/washington-township/66021-van-dyke.html
107 Travis Ave,Saluda,Burger King,29138,SC,https://locations.bk.com/sc/saluda/107-travis-ave.htmlhttp://www.bk.com
7915 Garners Ferry Rd,Columbia,Burger King,29209,SC,http://www.bk.comhttps://locations.bk.com/sc/columbia/7915-garners-ferry-rd.html
139 Columbiana Circle,Columbia,Fazoli's,29212,SC,https://locations.fazolis.com/sc/columbia/139-columbiana-circle.html
1212 W Main St,Lexington,Burger King,29072,SC,http://www.bk.comhttps://locations.bk.com/sc/lexington/1212-west-main-st.htmlhttps://www.bk.com
1928 Airport Blvd,West Columbia,Burger King,29169,SC,https://locations.bk.com/sc/west-columbia/1928-airport-blvd.html
226 Longs Pond Rd,Lexington,Burger King,29072,SC,http://www.bk.comhttps://locations.bk.com/sc/lexington/226-longs-pond-rd.html
244 Strawberry Square,Harrisburg,Arby's,17101,PA,http://www.arbys.com
3094 NE 41st Pl,Homestead,Pollo Tropical,33033,FL,http://pollotropical.com
1110 E Hudson Blvd,Gastonia,Taco Bell,28054,NC,https://locations.tacobell.com/nc/gastonia/1110-e--hudson-blvd-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=021282andutm_content=websitehttp://www.tacobell.comhttps://locations.tacobell.com/nc/gastonia/1110-e--hudson-blvd-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=021282&utm_content=website
345 E Garrison Blvd,Gastonia,Arby's,28054,NC,http://www.arbys.comhttps://locations.arbys.com/us/nc/gastonia/345-e-garrison-blvd.htmlhttp://locations.arbys.com/us/nc/gastonia/345-e-garrison-blvd.html
7095 Engle Rd,Cleveland,Arby's,44130,OH,http://www.arbys.comhttps://locations.arbys.com/us/oh/middleburg-heights/7095-engle-rd.html
480 West Bagley Rd,Berea,Arby's,44017,OH,http://www.arbys.com
4815 Clio Rd,Flint,Popeye's Chicken & Biscuits,48504,MI,http://popeyes.com
649 Carlyle Ave,Belleville,Captain D's,62221,IL,https://locations.captainds.com/il/belleville/649-carlyle-rd.html
11575 Springfield Pike,Cincinnati,White Castle,45246,OH,http://www.whitecastle.com
400 Northland Blvd,Cincinnati,Wendy's,45240,OH,http://www.wendys.com
11960 Lebanon Rd,Cincinnati,Wendy's,45241,OH,http://www.wendys.com
851 Eastgate South Dr,Cincinnati,Arby's,45245,OH,http://www.arbys.comhttps://locations.arbys.com/us/oh/cincinnati/851-eastgate-south-dr.html
7325 Kingsgate Way,West Chester,Arby's,45069,OH,http://www.arbys.comhttps://locations.arbys.com/us/oh/west-chester/7325-kingsgate-way.html
864 Eastgate South Dr,Cincinnati,White Castle,45245,OH,http://www.whitecastle.com
335 Calhoun St,Cincinnati,Jimmy John's,45219,OH,http://www.jimmyjohns.com
9677 Colerain Ave,Cincinnati,McDonald's,45239,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
132 Nassau St,New York,Dunkin' Donuts,10038,NY,https://www.dunkindonuts.com/
306 Route 315 Hwy,Pittston,McDonald's,18640,PA,http://mcdonalds.com
417 Route 315 Hwy,Pittston,Wendy's,18640,PA,http://www.wendys.com
310 Daniel Webster Hwy Ste 144,Nashua,Chick-fil-A,3060,NH,http://www.chick-fil-a.com/pheasantlanemallhttp://www.chick-fil-a.com
5015 Wellington Rd,Gainesville,Chick-fil-A,20155,VA,http://www.chick-fil-a.com/virginiagatewayhttp://www.chick-fil-a.com
59 68th Ave S,Coopersville,McDonald's,49404,MI,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referralhttp://mcdonalds.com
3700 Rivertown Pkwy SW,Grandville,Wetzel's Pretzels,49418,MI,http://www.wetzels.com
4670 Roosevelt Blvd,Philadelphia,Chick-fil-A,19124,PA,http://www.chick-fil-a.com/northeasttowerhttp://www.chick-fil-a.com
912 NW Broad St,Murfreesboro,Hardee's,37129,TN,http://www.hardees.com
401 S Mount Juliet Rd Ste 105,Mount Juliet,Chick-fil-A,37122,TN,http://www.chick-fil-a.com/providencemarketplace
5910 Neal Ave N,Stillwater,Taco John's,55082,MN,http://locations.tacojohns.com/mn/oak-park-heights/5910-neal-avenue-n.htmlhttps://www.tacojohns.com
2212 Essington Rd,Joliet,McDonald's,60435,IL,http://mcdonalds.com
8880 Colerain Ave,Cincinnati,Penn Station East Coast Subs,45251,OH,
8339 Colerain Ave,Cincinnati,McDonald's,45239,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7843 US Highway 42,Florence,Rally's,41042,KY,https://locations.rallys.com/ky/florence/7843-us-route-42http://rallys.com
8530 US Highway 42,Florence,McDonald's,41042,KY,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
8526 US Highway 42,Florence,Taco Bell,41042,KY,http://www.tacobell.comhttps://locations.tacobell.com/ky/florence/8526-us-highway-42.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033648andutm_content=website
7619 Mall Rd,Florence,Taco Bell,41042,KY,http://www.tacobell.comhttps://locations.tacobell.com/ky/florence/7619-mall-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033646andutm_content=websitehttps://locations.tacobell.com/ky/florence/7619-mall-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=033646&utm_content=website
3738 Warsaw Ave,Cincinnati,McDonald's,45205,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7434 Turfway Rd,Florence,Wendy's,41042,KY,http://www.wendys.com
6724 Dixie Hwy,Florence,Taco Bell,41042,KY,http://www.tacobell.comhttps://locations.tacobell.com/ky/florence/6724-dixie-highway.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033645andutm_content=website
8830 US Highway 42,Florence,Wendy's,41042,KY,http://www.wendys.com
819 High St,Hamilton,Taco Bell,45011,OH,http://www.tacobell.comhttps://locations.tacobell.com/oh/hamilton/819-high-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016995andutm_content=website
851 High St,Hamilton,White Castle,45011,OH,http://www.whitecastle.com
20 S Martin Luther King Jr Blvd,Hamilton,McDonald's,45011,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1410 Main St,Hamilton,Taco Bell,45013,OH,http://www.tacobell.comhttps://locations.tacobell.com/oh/hamilton/1410-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033783andutm_content=websitehttps://locations.tacobell.com/oh/hamilton/1410-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=015774andutm_content=website
1421 Main St,Hamilton,Sonic Drive-In,45013,OH,https://locations.sonicdrivein.com/oh/hamilton/1421-main-street.htmlhttp://sonicdrivein.com
816 High St,Hamilton,Wendy's,45011,OH,http://www.wendys.com
1003 Nw Washington Blvd,Hamilton,Arby's,45013,OH,http://www.arbys.comhttp://arbys.comhttp://locations.arbys.com/us/oh/hamilton/1003-nw-washington-blvd.html
8116 PrincetonGlendale Rd,West Chester,Arby's,45069,OH,https://locations.arbys.com/us/oh/west-chester/8116-princeton-glendale-rd.htmlhttp://www.arbys.com
4760 Dixie Hwy,Fairfield,McDonald's,45014,OH,http://mcdonalds.com
15 NE Median St,Chehalis,McDonald's,98532,WA,http://www.mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1663 W State Highway 46,New Braunfels,Chick-Fil-A,78132,TX,http://www.chick-fil-a.comhttp://www.chick-fil-a.com/westpointevillage
101 Magnolia Dr Ste 2,Georgetown,Jimmy John's,40324,KY,http://www.jimmyjohns.com
428 Beall Avenue,Wooster,Arby's,44691,OH,http://www.arbys.comhttp://locations.arbys.com/us/oh/wooster/428-beall-avenue.html
31453 Avenue E,Yucaipa,Baker's Drive Thru,92399,CA,http://www.bakersdrivethru.com
24078 Lake Drive,Crestline,McDonald's,92325,CA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1191 Omalley Dr,Coopersville,Taco Bell,49404,MI,https://locations.tacobell.com/mi/coopersville/1191-o-malley-drive.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033000andutm_content=websitehttp://www.tacobell.com
70 68th Ave,Coopersville,Arby's,49404,MI,http://www.arbys.comhttp://locations.arbys.com/us/mi/coopersville/70-68th-ave.html
370 S US Highway 45,Lake Villa,Wendy's,60046,IL,http://www.wendys.com
6036 Us Highway 6,Portage,Five Guys,46368,IN,http://fiveguys.com
760 Carlyle Ave,Belleville,Taco Bell,62221,IL,http://www.tacobell.comhttps://locations.tacobell.com/il/belleville/760-carlyle-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=029678&utm_content=website
918 N Market St,Waterloo,Taco Bell,62298,IL,http://www.tacobell.com
3001 N Wayne St,Angola,Wendy's,46703,IN,http://www.wendys.com
1650 N Wayne St,Angola,McDonald's,46703,IN,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1415 N Wayne St,Angola,Taco Bell,46703,IN,https://locations.tacobell.com/in/angola/1415-n-wayne-st.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004361andutm_content=websitehttp://www.tacobell.com
3021 W Maumee St,Angola,McDonald's,46703,IN,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
5309 Milan Rd,Sandusky,Ryan's,44870,OH,http://locations.buffet.com/va/woodbridge/0211/http://locations.buffet.com/oh/sandusky/STR2441/
2126 Airline Dr,Kenner,McDonald's,70062,LA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
517 Steinwehr Ave,Gettysburg,McDonald's,17325,PA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1481 State Rt 23,Butler,Dairy Queen,7405,NJ,http://www.dairyqueen.com
4949 Ridge Avenue,Cincinnati,Steak 'n Shake,45209,OH,http://www.steaknshake.com/locations/24071-steak-n-shake-ridge-avenue-cincinnati
2633 Calumet Dr,Sheboygan,Jimmy John's,53083,WI,http://www.jimmyjohns.com
3213 Princeton Rd,Hamilton,Wendy's,45011,OH,https://locations.wendys.com/indian-springs-oh-8614http://www.wendys.com
3403 Princeton Rd,Hamilton,Chick-fil-A,45011,OH,http://www.chick-fil-a.com/bridgewaterfallshttp://www.chick-fil-a.com
2290 Waycross Rd,Cincinnati,McDonald's,45240,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
3410 Highland Ave,Cincinnati,White Castle,45213,OH,http://www.whitecastle.com
3940 Ludlow Ave,Cincinnati,White Castle,45223,OH,http://www.whitecastle.com
4147 Hamilton Ave,Cincinnati,Taco Bell,45223,OH,https://locations.tacobell.com/oh/cincinnati/4147-hamilton-ave-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=J470009andutm_content=websitehttp://www.tacobell.com
7311 Dixie Hwy,Fairfield,Wendy's,45014,OH,http://www.wendys.com
11470 Princeton Pike,Cincinnati,Steak 'n Shake,45246,OH,http://www.steaknshake.com/locations/23567-steak-n-shake-princeton-pike-cincinnati
7679 Doc Dr,West Chester,McDonald's,45069,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
7757 Tylersville Rd,West Chester,Taco Bell,45069,OH,http://www.tacobell.comhttps://locations.tacobell.com/oh/west-chester/7757-tylersville-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=004162andutm_content=website
8251 Princeton Glendale Rd,Hamilton,McDonald's,45011,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
8126 Princeton Glendale Rd,West Chester,Taco Bell,45069,OH,http://www.tacobell.comhttps://locations.tacobell.com/oh/west-chester/8126-princeton-glendale-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016319andutm_content=websitehttps://locations.tacobell.com/oh/west-chester/8126-princeton-glendale-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=016319&utm_content=website
8111 Highland Pointe Dr,West Chester,White Castle,45069,OH,http://www.whitecastle.com
8245 Highland Pointe Dr,West Chester,Sonic Drive-In,45069,OH,http://sonicdrivein.comhttps://locations.sonicdrivein.com/oh/west-chester/8245-highland-pointe-drive.html
8342 Princeton Glendale Rd,West Chester,Wendy's,45069,OH,http://www.wendys.com
10601 Loveland Madeira Rd,Loveland,Wendy's,45140,OH,http://www.wendys.com
820 Eastgate South Dr,Cincinnati,Taco Bell,45245,OH,http://www.tacobell.comhttps://locations.tacobell.com/oh/cincinnati/820-eastgate-south-dr.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033772andutm_content=websitehttps://locations.tacobell.com/oh/cincinnati/820-eastgate-south-dr.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=003360andutm_content=website
4451 Eastgate Blvd,Cincinnati,SONIC Drive In,45245,OH,http://sonicdrivein.comhttps://locations.sonicdrivein.com/oh/cincinnati/4451-eastgate-boulevard.html
101 N Garver Rd,Monroe,McDonald's,45050,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
4635 Dixie Hwy,Fairfield,Long John Silvers,45014,OH,http://www.ljsilvers.com
1261 W Ohio Pike,Amelia,McDonald's,45102,OH,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
10650 Loveland Madeira Rd,Loveland,Taco Bell,45140,OH,http://www.tacobell.comhttps://locations.tacobell.com/oh/loveland/10650-loveland-madeira-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=016480&utm_content=website
1555 N Broadway St,Joliet,McDonald's,60435,IL,
103 Waterstradt Commerce Dr,Dundee,Arby's,48131,MI,http://www.arbys.comhttps://locations.arbys.com/us/mi/dundee/103-waterstradt-commerce-dr.htmlhttp://locations.arbys.com/us/mi/dundee/103-waterstradt-commerce-dr.html
549 Tecumseh St,Dundee,Wendy's,48131,MI,http://www.wendys.com
537 Tecumseh St,Dundee,Taco Bell,48131,MI,http://www.tacobell.comhttps://locations.tacobell.com/mi/dundee/537-tecumseh-st.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=004298&utm_content=website
2508 Nichol Ave,Anderson,Wendy's,46011,IN,http://www.wendys.com
1422 Raible Ave,Anderson,Taco Bell,46011,IN,http://www.tacobell.comhttps://locations.tacobell.com/in/anderson/1422-raible-street.html?utm_source=yextpowerlistingsandutm_campaign=yextandutm_medium=organicandutm_term=028903andutm_content=website
511 S Main St,Heber City,Granny's Drive-In,84032,UT,https://www.facebook.com/pages/Grannys-Drive-In/131667073800
300 W 135th St,New York,SUBWAY,10030,NY,http://www.subway.comhttp://subway.com/
707 NE Rice Rd,Lees Summit,Long John Silvers,64086,MO,http://www.ljsilvers.com
1209 Branson Hills Pkwy,Branson,McDonald's,65616,MO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
510 W Main St,Branson,Wendy's,65616,MO,http://www.wendys.com
2000 W 76 Country Blvd,Branson,Taco Bell,65616,MO,http://www.tacobell.comhttps://locations.tacobell.com/mo/branson/2000-w--us-hwy-76.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=003602andutm_content=website
0 Randolph AFB,Randolph A F B,Burger King,78150,TX,http://www.bk.com
210 N Erie Hwy,Hamilton,Jolly's Drive-In,45011,OH,http://jollysdrivein.com
333 Front St,Catasauqua,Blondies,18032,PA,http://www.blondiesfood.com
7998 Leavitt Rd,Amherst,Great Steak,44001,OH,http://www.thegreatsteak.com/stores/7424
1930 Garth Rd,Baytown,Whataburger,77520,TX,
8841 N Highway 146,Baytown,Sonic,77523,TX,https://locations.sonicdrivein.com/tx/baytown/8841-highway-146.html
6079 Horseshoe Bar Rd,Loomis,Taco Bell,95650,CA,http://www.tacobell.com
506 S Main St,O Fallon,Rallys,63366,MO,https://locations.rallys.com/mo/o'fallon/506-south-mainhttp://rallys.comhttp://www.checkers.com
3701 Elm St,Saint Charles,McDonald's,63301,MO,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
736 N Market St,Waterloo,McDonald's,62298,IL,
1012 S 5th St,Saint Charles,Lee's Famous Recipe Chicken,63301,MO,http://www.leesfamousrecipe.com
906 Carlyle Ave,Belleville,McDonald's,62221,IL,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
705 Hwy K,O Fallon,Arby's,63366,MO,http://www.arbys.com
4124 Mexico Rd,Saint Peters,Jack in the Box,63376,MO,http://www.jackinthebox.com
331 Hope Dr,Winchester,Arby's,22601,VA,http://www.arbys.comhttps://locations.arbys.com/us/va/winchester/331-hope-dr.htmlhttp://locations.arbys.com/us/va/winchester/331-hope-dr.html
3 Airport Rd,Shippensburg,KFC,17257,PA,http://www.kfc.com
1001 Wayne Ave,Chambersburg,Wendy's,17201,PA,http://www.wendys.com
1075 Lincoln Way E,Chambersburg,McDonald's,17201,PA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
2891 Philadelphia Ave,Chambersburg,McDonald's,17201,PA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
11924 Buchanan Trl W,Mercersburg,McDonald's,17236,PA,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
301 S Main Rd,Vineland,Boston Market,8360,NJ,http://www.bostonmarket.comhttps://bostonmarket.com/location/vineland-nj-1918/?utm_source=Yext&utm_medium=click&utm_campaign=listings&utm_content=1918https://bostonmarket.com/location/vineland-nj-1918/?utm_source=Yextandutm_medium=clickandutm_campaign=listingsandutm_content=1918
1027 High St N,Millville,McDonald's,8332,NJ,http://mcdonalds.comhttp://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
910 Hooper Ave,Toms River,SUBWAY,8753,NJ,http://www.subway.comhttp://www.subway.com/
